SSC,Volume
SSC_CulverSt,1.314282588
SSC_CulverSt,20.8740257
SSC_CulverSt,60.31396568
SSC_CulverSt,54.31512995
SSC_CulverSt,0.674336435
SSC_CulverSt,134.9507355
SSC_CulverSt,6.82E-02
SSC_CulverSt,1.361343203
SSC_CulverSt,0.24218269
SSC_CulverSt,3.9729087
SSC_CulverSt,2.781422421
SSC_CulverSt,27.65714681
SSC_CulverSt,4.711834994
SSC_CulverSt,135.1605026
SSC_CulverSt,1.546852741
SSC_CulverSt,0.243550198
SSC_CulverSt,2.011510249
SSC_CulverSt,2.81051014
SSC_CulverSt,21.71087133
SSC_CulverSt,3.227312009
SSC_CulverSt,102.555889
SSC_CulverSt,74.21687927
SSC_CulverSt,5.207922791
SSC_CulverSt,12.22650002
SSC_CulverSt,105.1073453
SSC_CulverSt,5.485970217
SSC_CulverSt,0.82776382
SSC_CulverSt,61.93282365
SSC_CulverSt,247.4480921
SSC_CulverSt,67.60218873
SSC_CulverSt,3.382732611
SSC_CulverSt,47.14497446
SSC_CulverSt,0.608115209
SSC_CulverSt,300.199077
